iButton_Temp,Date,Object,Size,Location,Month
44,07/07/2020,Bush,Small,Tzeelim,7
39.5,07/07/2020,Bush,Small,Tzeelim,7
44,07/07/2020,Bush,Small,Mishmar,7
45,07/07/2020,Bush,Small,Mishmar,7
48,07/07/2020,Bush,Small,Tzeelim,7
41.5,07/07/2020,Bush,Small,Tzeelim,7
46.5,07/07/2020,Bush,Small,Mishmar,7
45,07/07/2020,Bush,Small,Mishmar,7
50,07/07/2020,Bush,Small,Tzeelim,7
44.5,07/07/2020,Bush,Small,Tzeelim,7
45.5,07/07/2020,Bush,Small,Mishmar,7
43,07/07/2020,Bush,Small,Mishmar,7
50.5,07/07/2020,Bush,Small,Tzeelim,7
47,07/07/2020,Bush,Small,Tzeelim,7
44.5,07/07/2020,Bush,Small,Mishmar,7
43,07/07/2020,Bush,Small,Mishmar,7
48.5,07/07/2020,Bush,Small,Tzeelim,7
47,07/07/2020,Bush,Small,Tzeelim,7
44,07/07/2020,Bush,Small,Mishmar,7
43,07/07/2020,Bush,Small,Mishmar,7
46,07/07/2020,Bush,Small,Tzeelim,7
46.5,07/07/2020,Bush,Small,Tzeelim,7
42.5,07/07/2020,Bush,Small,Mishmar,7
42.5,07/07/2020,Bush,Small,Mishmar,7
44,07/07/2020,Bush,Small,Tzeelim,7
42.5,07/07/2020,Bush,Small,Tzeelim,7
40.5,07/07/2020,Bush,Small,Mishmar,7
40.5,07/07/2020,Bush,Small,Mishmar,7
40.5,07/07/2020,Bush,Small,Tzeelim,7
39.5,07/07/2020,Bush,Small,Tzeelim,7
38,07/07/2020,Bush,Small,Mishmar,7
38,07/07/2020,Bush,Small,Mishmar,7
37,07/07/2020,Bush,Small,Tzeelim,7
37,07/07/2020,Bush,Small,Tzeelim,7
37,07/07/2020,Bush,Small,Mishmar,7
36.5,07/07/2020,Bush,Small,Mishmar,7
35.5,07/07/2020,Bush,Small,Tzeelim,7
35.5,07/07/2020,Bush,Small,Tzeelim,7
36,07/07/2020,Bush,Small,Mishmar,7
36,07/07/2020,Bush,Small,Mishmar,7
34.5,07/07/2020,Bush,Small,Tzeelim,7
34.5,07/07/2020,Bush,Small,Tzeelim,7
35.5,07/07/2020,Bush,Small,Mishmar,7
35.5,07/07/2020,Bush,Small,Mishmar,7
34,07/07/2020,Bush,Small,Tzeelim,7
34,07/07/2020,Bush,Small,Tzeelim,7
34,07/07/2020,Bush,Small,Mishmar,7
34,07/07/2020,Bush,Small,Mishmar,7
33.5,07/07/2020,Bush,Small,Tzeelim,7
32.5,07/07/2020,Bush,Small,Tzeelim,7
35,08/07/2020,Bush,Small,Mishmar,7
35.5,08/07/2020,Bush,Small,Mishmar,7
33,08/07/2020,Bush,Small,Tzeelim,7
33.5,08/07/2020,Bush,Small,Tzeelim,7
34.5,08/07/2020,Bush,Small,Mishmar,7
34.5,08/07/2020,Bush,Small,Mishmar,7
32,08/07/2020,Bush,Small,Tzeelim,7
33,08/07/2020,Bush,Small,Tzeelim,7
34,08/07/2020,Bush,Small,Mishmar,7
34,08/07/2020,Bush,Small,Mishmar,7
32,08/07/2020,Bush,Small,Tzeelim,7
32,08/07/2020,Bush,Small,Tzeelim,7
34,08/07/2020,Bush,Small,Mishmar,7
33.5,08/07/2020,Bush,Small,Mishmar,7
31.5,08/07/2020,Bush,Small,Tzeelim,7
32,08/07/2020,Bush,Small,Tzeelim,7
33.5,08/07/2020,Bush,Small,Mishmar,7
33,08/07/2020,Bush,Small,Mishmar,7
31,08/07/2020,Bush,Small,Tzeelim,7
31.5,08/07/2020,Bush,Small,Tzeelim,7
33,08/07/2020,Bush,Small,Mishmar,7
32.5,08/07/2020,Bush,Small,Mishmar,7
30,08/07/2020,Bush,Small,Tzeelim,7
30.5,08/07/2020,Bush,Small,Tzeelim,7
32.5,08/07/2020,Bush,Small,Mishmar,7
32,08/07/2020,Bush,Small,Mishmar,7
30,08/07/2020,Bush,Small,Tzeelim,7
30.5,08/07/2020,Bush,Small,Tzeelim,7
33,08/07/2020,Bush,Small,Mishmar,7
32.5,08/07/2020,Bush,Small,Mishmar,7
31.5,08/07/2020,Bush,Small,Tzeelim,7
31.5,08/07/2020,Bush,Small,Tzeelim,7
34.5,08/07/2020,Bush,Small,Mishmar,7
36,08/07/2020,Bush,Small,Mishmar,7
35,08/07/2020,Bush,Small,Tzeelim,7
33.5,08/07/2020,Bush,Small,Tzeelim,7
37,08/07/2020,Bush,Small,Mishmar,7
38,08/07/2020,Bush,Small,Mishmar,7
38.5,08/07/2020,Bush,Small,Tzeelim,7
36.5,08/07/2020,Bush,Small,Tzeelim,7
41.5,08/07/2020,Bush,Small,Mishmar,7
41,08/07/2020,Bush,Small,Mishmar,7
41,08/07/2020,Bush,Small,Tzeelim,7
38.5,08/07/2020,Bush,Small,Tzeelim,7
45,08/07/2020,Bush,Small,Mishmar,7
42,08/07/2020,Bush,Small,Mishmar,7
44,08/07/2020,Bush,Small,Tzeelim,7
40,08/07/2020,Bush,Small,Tzeelim,7
47,08/07/2020,Bush,Small,Mishmar,7
45,08/07/2020,Bush,Small,Mishmar,7
48.5,08/07/2020,Bush,Small,Tzeelim,7
42,08/07/2020,Bush,Small,Tzeelim,7
46.5,08/07/2020,Bush,Small,Mishmar,7
45.5,08/07/2020,Bush,Small,Mishmar,7
52.5,08/07/2020,Bush,Small,Tzeelim,7
43,08/07/2020,Bush,Small,Tzeelim,7
46,08/07/2020,Bush,Small,Mishmar,7
45,08/07/2020,Bush,Small,Mishmar,7
52.5,08/07/2020,Bush,Small,Tzeelim,7
45,08/07/2020,Bush,Small,Tzeelim,7
45.5,08/07/2020,Bush,Small,Mishmar,7
45,08/07/2020,Bush,Small,Mishmar,7
52.5,08/07/2020,Bush,Small,Tzeelim,7
47,08/07/2020,Bush,Small,Tzeelim,7
45,08/07/2020,Bush,Small,Mishmar,7
44,08/07/2020,Bush,Small,Mishmar,7
50,08/07/2020,Bush,Small,Tzeelim,7
45.5,08/07/2020,Bush,Small,Tzeelim,7
43.5,08/07/2020,Bush,Small,Mishmar,7
43.5,08/07/2020,Bush,Small,Mishmar,7
48,08/07/2020,Bush,Small,Tzeelim,7
43.5,08/07/2020,Bush,Small,Tzeelim,7
42.5,08/07/2020,Bush,Small,Mishmar,7
43,08/07/2020,Bush,Small,Mishmar,7
45,08/07/2020,Bush,Small,Tzeelim,7
42,08/07/2020,Bush,Small,Tzeelim,7
41,08/07/2020,Bush,Small,Mishmar,7
41,08/07/2020,Bush,Small,Mishmar,7
39.5,08/07/2020,Bush,Small,Tzeelim,7
39.5,08/07/2020,Bush,Small,Tzeelim,7
39.5,08/07/2020,Bush,Small,Mishmar,7
40,08/07/2020,Bush,Small,Mishmar,7
37.5,08/07/2020,Bush,Small,Tzeelim,7
38.5,08/07/2020,Bush,Small,Tzeelim,7
38.5,08/07/2020,Bush,Small,Mishmar,7
39,08/07/2020,Bush,Small,Mishmar,7
36,08/07/2020,Bush,Small,Tzeelim,7
37.5,08/07/2020,Bush,Small,Tzeelim,7
38,08/07/2020,Bush,Small,Mishmar,7
38,08/07/2020,Bush,Small,Mishmar,7
36,08/07/2020,Bush,Small,Tzeelim,7
36.5,08/07/2020,Bush,Small,Tzeelim,7
37,08/07/2020,Bush,Small,Mishmar,7
37,08/07/2020,Bush,Small,Mishmar,7
34.5,08/07/2020,Bush,Small,Tzeelim,7
35.5,08/07/2020,Bush,Small,Tzeelim,7
36.5,09/07/2020,Bush,Small,Mishmar,7
36.5,09/07/2020,Bush,Small,Mishmar,7
33.5,09/07/2020,Bush,Small,Tzeelim,7
34.5,09/07/2020,Bush,Small,Tzeelim,7
36,09/07/2020,Bush,Small,Mishmar,7
36,09/07/2020,Bush,Small,Mishmar,7
33.5,09/07/2020,Bush,Small,Tzeelim,7
34,09/07/2020,Bush,Small,Tzeelim,7
35.5,09/07/2020,Bush,Small,Mishmar,7
35,09/07/2020,Bush,Small,Mishmar,7
32.5,09/07/2020,Bush,Small,Tzeelim,7
33,09/07/2020,Bush,Small,Tzeelim,7
35,09/07/2020,Bush,Small,Mishmar,7
34.5,09/07/2020,Bush,Small,Mishmar,7
32,09/07/2020,Bush,Small,Tzeelim,7
32.5,09/07/2020,Bush,Small,Tzeelim,7
34.5,09/07/2020,Bush,Small,Mishmar,7
34,09/07/2020,Bush,Small,Mishmar,7
32,09/07/2020,Bush,Small,Tzeelim,7
32.5,09/07/2020,Bush,Small,Tzeelim,7
34,09/07/2020,Bush,Small,Mishmar,7
34,09/07/2020,Bush,Small,Mishmar,7
31.5,09/07/2020,Bush,Small,Tzeelim,7
32,09/07/2020,Bush,Small,Tzeelim,7
33.5,09/07/2020,Bush,Small,Mishmar,7
33.5,09/07/2020,Bush,Small,Mishmar,7
31,09/07/2020,Bush,Small,Tzeelim,7
31.5,09/07/2020,Bush,Small,Tzeelim,7
34,09/07/2020,Bush,Small,Mishmar,7
34,09/07/2020,Bush,Small,Mishmar,7
32,09/07/2020,Bush,Small,Tzeelim,7
32,09/07/2020,Bush,Small,Tzeelim,7
36,09/07/2020,Bush,Small,Mishmar,7
37,09/07/2020,Bush,Small,Mishmar,7
34.5,09/07/2020,Bush,Small,Tzeelim,7
34,09/07/2020,Bush,Small,Tzeelim,7
37,09/07/2020,Bush,Small,Mishmar,7
37.5,09/07/2020,Bush,Small,Mishmar,7
37,09/07/2020,Bush,Small,Tzeelim,7
36,09/07/2020,Bush,Small,Tzeelim,7
40,09/07/2020,Bush,Small,Mishmar,7
39.5,09/07/2020,Bush,Small,Mishmar,7
39,09/07/2020,Bush,Small,Tzeelim,7
37.5,09/07/2020,Bush,Small,Tzeelim,7
44,09/07/2020,Bush,Small,Mishmar,7
40.5,09/07/2020,Bush,Small,Mishmar,7
43,09/07/2020,Bush,Small,Tzeelim,7
39,09/07/2020,Bush,Small,Tzeelim,7
46,09/07/2020,Bush,Small,Mishmar,7
42.5,09/07/2020,Bush,Small,Mishmar,7
48.5,09/07/2020,Bush,Small,Tzeelim,7
41.5,09/07/2020,Bush,Small,Tzeelim,7
46,09/07/2020,Bush,Small,Mishmar,7
44,09/07/2020,Bush,Small,Mishmar,7
52,09/07/2020,Bush,Small,Tzeelim,7
42,09/07/2020,Bush,Small,Tzeelim,7
45.5,09/07/2020,Bush,Small,Mishmar,7
44,09/07/2020,Bush,Small,Mishmar,7
52.5,09/07/2020,Bush,Small,Tzeelim,7
44,09/07/2020,Bush,Small,Tzeelim,7
45.5,09/07/2020,Bush,Small,Mishmar,7
44.5,09/07/2020,Bush,Small,Mishmar,7
50,09/07/2020,Bush,Small,Tzeelim,7
45.5,09/07/2020,Bush,Small,Tzeelim,7
45,09/07/2020,Bush,Small,Mishmar,7
44.5,09/07/2020,Bush,Small,Mishmar,7
47,09/07/2020,Bush,Small,Tzeelim,7
45.5,09/07/2020,Bush,Small,Tzeelim,7
44,09/07/2020,Bush,Small,Mishmar,7
43.5,09/07/2020,Bush,Small,Mishmar,7
47.5,09/07/2020,Bush,Small,Tzeelim,7
43.5,09/07/2020,Bush,Small,Tzeelim,7
42,09/07/2020,Bush,Small,Mishmar,7
42.5,09/07/2020,Bush,Small,Mishmar,7
42.5,09/07/2020,Bush,Small,Tzeelim,7
41.5,09/07/2020,Bush,Small,Tzeelim,7
40.5,09/07/2020,Bush,Small,Mishmar,7
41,09/07/2020,Bush,Small,Mishmar,7
39.5,09/07/2020,Bush,Small,Tzeelim,7
40,09/07/2020,Bush,Small,Tzeelim,7
40,09/07/2020,Bush,Small,Mishmar,7
40,09/07/2020,Bush,Small,Mishmar,7
38,09/07/2020,Bush,Small,Tzeelim,7
39,09/07/2020,Bush,Small,Tzeelim,7
39.5,09/07/2020,Bush,Small,Mishmar,7
39.5,09/07/2020,Bush,Small,Mishmar,7
37.5,09/07/2020,Bush,Small,Tzeelim,7
38.5,09/07/2020,Bush,Small,Tzeelim,7
38.5,09/07/2020,Bush,Small,Mishmar,7
38.5,09/07/2020,Bush,Small,Mishmar,7
35.5,09/07/2020,Bush,Small,Tzeelim,7
36.5,09/07/2020,Bush,Small,Tzeelim,7
37,09/07/2020,Bush,Small,Mishmar,7
37,09/07/2020,Bush,Small,Mishmar,7
34,09/07/2020,Bush,Small,Tzeelim,7
35,09/07/2020,Bush,Small,Tzeelim,7
32,10/07/2020,Bush,Small,Mishmar,7
30.5,10/07/2020,Bush,Small,Tzeelim,7
31,10/07/2020,Bush,Small,Tzeelim,7
30.5,10/07/2020,Bush,Small,Mishmar,7
30,10/07/2020,Bush,Small,Tzeelim,7
30,10/07/2020,Bush,Small,Tzeelim,7
30,10/07/2020,Bush,Small,Mishmar,7
29,10/07/2020,Bush,Small,Tzeelim,7
29,10/07/2020,Bush,Small,Tzeelim,7
30,10/07/2020,Bush,Small,Mishmar,7
28.5,10/07/2020,Bush,Small,Tzeelim,7
28.5,10/07/2020,Bush,Small,Tzeelim,7
29,10/07/2020,Bush,Small,Mishmar,7
28.5,10/07/2020,Bush,Small,Tzeelim,7
28.5,10/07/2020,Bush,Small,Tzeelim,7
28.5,10/07/2020,Bush,Small,Mishmar,7
28.5,10/07/2020,Bush,Small,Tzeelim,7
28.5,10/07/2020,Bush,Small,Tzeelim,7
28.5,10/07/2020,Bush,Small,Mishmar,7
28,10/07/2020,Bush,Small,Tzeelim,7
28,10/07/2020,Bush,Small,Tzeelim,7
28,10/07/2020,Bush,Small,Mishmar,7
28.5,10/07/2020,Bush,Small,Tzeelim,7
29,10/07/2020,Bush,Small,Tzeelim,7
29.5,10/07/2020,Bush,Small,Mishmar,7
31,10/07/2020,Bush,Small,Tzeelim,7
30.5,10/07/2020,Bush,Small,Tzeelim,7
32.5,10/07/2020,Bush,Small,Mishmar,7
34.5,10/07/2020,Bush,Small,Tzeelim,7
33,10/07/2020,Bush,Small,Tzeelim,7
34.5,10/07/2020,Bush,Small,Mishmar,7
37,10/07/2020,Bush,Small,Tzeelim,7
34,10/07/2020,Bush,Small,Tzeelim,7
36.5,10/07/2020,Bush,Small,Mishmar,7
40.5,10/07/2020,Bush,Small,Tzeelim,7
35.5,10/07/2020,Bush,Small,Tzeelim,7
38.5,10/07/2020,Bush,Small,Mishmar,7
45.5,10/07/2020,Bush,Small,Tzeelim,7
37,10/07/2020,Bush,Small,Tzeelim,7
40.5,10/07/2020,Bush,Small,Mishmar,7
50.5,10/07/2020,Bush,Small,Tzeelim,7
38,10/07/2020,Bush,Small,Tzeelim,7
42,10/07/2020,Bush,Small,Mishmar,7
49.5,10/07/2020,Bush,Small,Tzeelim,7
40,10/07/2020,Bush,Small,Tzeelim,7
45,10/07/2020,Bush,Small,Mishmar,7
47.5,10/07/2020,Bush,Small,Tzeelim,7
41.5,10/07/2020,Bush,Small,Tzeelim,7
43.5,10/07/2020,Bush,Small,Mishmar,7
44.5,10/07/2020,Bush,Small,Tzeelim,7
40,10/07/2020,Bush,Small,Tzeelim,7
42.5,10/07/2020,Bush,Small,Mishmar,7
39.5,10/07/2020,Bush,Small,Tzeelim,7
38.5,10/07/2020,Bush,Small,Tzeelim,7
37.5,10/07/2020,Bush,Small,Mishmar,7
35.5,10/07/2020,Bush,Small,Tzeelim,7
36,10/07/2020,Bush,Small,Tzeelim,7
35,10/07/2020,Bush,Small,Mishmar,7
33.5,10/07/2020,Bush,Small,Tzeelim,7
34.5,10/07/2020,Bush,Small,Tzeelim,7
33.5,10/07/2020,Bush,Small,Mishmar,7
34.5,10/07/2020,Bush,Small,Tzeelim,7
35,10/07/2020,Bush,Small,Tzeelim,7
33,10/07/2020,Bush,Small,Mishmar,7
32.5,10/07/2020,Bush,Small,Tzeelim,7
33,10/07/2020,Bush,Small,Tzeelim,7
33,10/07/2020,Bush,Small,Mishmar,7
31.5,10/07/2020,Bush,Small,Tzeelim,7
32,10/07/2020,Bush,Small,Tzeelim,7
32.5,10/07/2020,Bush,Small,Mishmar,7
31,10/07/2020,Bush,Small,Tzeelim,7
31.5,10/07/2020,Bush,Small,Tzeelim,7
23.5,11/07/2020,Bush,Small,Mishmar,7
21.5,11/07/2020,Bush,Small,Tzeelim,7
22.5,11/07/2020,Bush,Small,Tzeelim,7
23.5,11/07/2020,Bush,Small,Mishmar,7
22,11/07/2020,Bush,Small,Tzeelim,7
23,11/07/2020,Bush,Small,Tzeelim,7
23.5,11/07/2020,Bush,Small,Mishmar,7
22,11/07/2020,Bush,Small,Tzeelim,7
22.5,11/07/2020,Bush,Small,Tzeelim,7
23,11/07/2020,Bush,Small,Mishmar,7
21.5,11/07/2020,Bush,Small,Tzeelim,7
22,11/07/2020,Bush,Small,Tzeelim,7
23,11/07/2020,Bush,Small,Mishmar,7
21.5,11/07/2020,Bush,Small,Tzeelim,7
22,11/07/2020,Bush,Small,Tzeelim,7
22.5,11/07/2020,Bush,Small,Mishmar,7
21,11/07/2020,Bush,Small,Tzeelim,7
22,11/07/2020,Bush,Small,Tzeelim,7
22.5,11/07/2020,Bush,Small,Mishmar,7
21.5,11/07/2020,Bush,Small,Tzeelim,7
22,11/07/2020,Bush,Small,Tzeelim,7
23.5,11/07/2020,Bush,Small,Mishmar,7
21.5,11/07/2020,Bush,Small,Tzeelim,7
22.5,11/07/2020,Bush,Small,Tzeelim,7
24.5,11/07/2020,Bush,Small,Mishmar,7
23.5,11/07/2020,Bush,Small,Tzeelim,7
24,11/07/2020,Bush,Small,Tzeelim,7
26.5,11/07/2020,Bush,Small,Mishmar,7
25.5,11/07/2020,Bush,Small,Tzeelim,7
25.5,11/07/2020,Bush,Small,Tzeelim,7
28,11/07/2020,Bush,Small,Mishmar,7
28,11/07/2020,Bush,Small,Tzeelim,7
27,11/07/2020,Bush,Small,Tzeelim,7
30,11/07/2020,Bush,Small,Mishmar,7
31,11/07/2020,Bush,Small,Tzeelim,7
28,11/07/2020,Bush,Small,Tzeelim,7
31,11/07/2020,Bush,Small,Mishmar,7
31.5,11/07/2020,Bush,Small,Tzeelim,7
29,11/07/2020,Bush,Small,Tzeelim,7
31.5,11/07/2020,Bush,Small,Mishmar,7
31,11/07/2020,Bush,Small,Tzeelim,7
30.5,11/07/2020,Bush,Small,Tzeelim,7
30,11/07/2020,Bush,Small,Mishmar,7
29.5,11/07/2020,Bush,Small,Tzeelim,7
29.5,11/07/2020,Bush,Small,Tzeelim,7
29.5,11/07/2020,Bush,Small,Mishmar,7
28,11/07/2020,Bush,Small,Tzeelim,7
28.5,11/07/2020,Bush,Small,Tzeelim,7
28.5,11/07/2020,Bush,Small,Mishmar,7
26.5,11/07/2020,Bush,Small,Tzeelim,7
27.5,11/07/2020,Bush,Small,Tzeelim,7
27,11/07/2020,Bush,Small,Mishmar,7
25,11/07/2020,Bush,Small,Tzeelim,7
27,11/07/2020,Bush,Small,Tzeelim,7
27,11/07/2020,Bush,Small,Mishmar,7
25,11/07/2020,Bush,Small,Tzeelim,7
26.5,11/07/2020,Bush,Small,Tzeelim,7
26.5,11/07/2020,Bush,Small,Mishmar,7
24.5,11/07/2020,Bush,Small,Tzeelim,7
26,11/07/2020,Bush,Small,Tzeelim,7
26,11/07/2020,Bush,Small,Mishmar,7
24,11/07/2020,Bush,Small,Tzeelim,7
25.5,11/07/2020,Bush,Small,Tzeelim,7
25.5,11/07/2020,Bush,Small,Mishmar,7
23.5,11/07/2020,Bush,Small,Tzeelim,7
25,11/07/2020,Bush,Small,Tzeelim,7
25,11/07/2020,Bush,Small,Mishmar,7
23.5,11/07/2020,Bush,Small,Tzeelim,7
24.5,11/07/2020,Bush,Small,Tzeelim,7
25,11/07/2020,Bush,Small,Mishmar,7
23.5,11/07/2020,Bush,Small,Tzeelim,7
24.5,11/07/2020,Bush,Small,Tzeelim,7
20,12/07/2020,Bush,Small,Mishmar,7
19,12/07/2020,Bush,Small,Tzeelim,7
19,12/07/2020,Bush,Small,Tzeelim,7
19.5,12/07/2020,Bush,Small,Mishmar,7
19.5,12/07/2020,Bush,Small,Mishmar,7
18.5,12/07/2020,Bush,Small,Tzeelim,7
18.5,12/07/2020,Bush,Small,Tzeelim,7
19.5,12/07/2020,Bush,Small,Mishmar,7
19.5,12/07/2020,Bush,Small,Mishmar,7
18.5,12/07/2020,Bush,Small,Tzeelim,7
18.5,12/07/2020,Bush,Small,Tzeelim,7
19,12/07/2020,Bush,Small,Mishmar,7
19,12/07/2020,Bush,Small,Mishmar,7
18,12/07/2020,Bush,Small,Tzeelim,7
18,12/07/2020,Bush,Small,Tzeelim,7
19,12/07/2020,Bush,Small,Mishmar,7
18.5,12/07/2020,Bush,Small,Mishmar,7
18,12/07/2020,Bush,Small,Tzeelim,7
17.5,12/07/2020,Bush,Small,Tzeelim,7
18.5,12/07/2020,Bush,Small,Mishmar,7
18.5,12/07/2020,Bush,Small,Mishmar,7
17.5,12/07/2020,Bush,Small,Tzeelim,7
17.5,12/07/2020,Bush,Small,Tzeelim,7
18.5,12/07/2020,Bush,Small,Mishmar,7
18.5,12/07/2020,Bush,Small,Mishmar,7
17.5,12/07/2020,Bush,Small,Tzeelim,7
17.5,12/07/2020,Bush,Small,Tzeelim,7
18.5,12/07/2020,Bush,Small,Mishmar,7
18,12/07/2020,Bush,Small,Mishmar,7
17,12/07/2020,Bush,Small,Tzeelim,7
17,12/07/2020,Bush,Small,Tzeelim,7
19.5,12/07/2020,Bush,Small,Mishmar,7
18,12/07/2020,Bush,Small,Mishmar,7
18,12/07/2020,Bush,Small,Tzeelim,7
18,12/07/2020,Bush,Small,Tzeelim,7
20.5,12/07/2020,Bush,Small,Mishmar,7
20,12/07/2020,Bush,Small,Mishmar,7
19,12/07/2020,Bush,Small,Tzeelim,7
19.5,12/07/2020,Bush,Small,Tzeelim,7
24,12/07/2020,Bush,Small,Mishmar,7
20.5,12/07/2020,Bush,Small,Mishmar,7
20,12/07/2020,Bush,Small,Tzeelim,7
21,12/07/2020,Bush,Small,Tzeelim,7
26,12/07/2020,Bush,Small,Mishmar,7
22,12/07/2020,Bush,Small,Mishmar,7
22,12/07/2020,Bush,Small,Tzeelim,7
24.5,12/07/2020,Bush,Small,Tzeelim,7
23,12/07/2020,Bush,Small,Mishmar,7
23,12/07/2020,Bush,Small,Mishmar,7
22.5,12/07/2020,Bush,Small,Tzeelim,7
25,12/07/2020,Bush,Small,Tzeelim,7
23.5,12/07/2020,Bush,Small,Mishmar,7
23,12/07/2020,Bush,Small,Mishmar,7
23,12/07/2020,Bush,Small,Tzeelim,7
24,12/07/2020,Bush,Small,Tzeelim,7
24,12/07/2020,Bush,Small,Mishmar,7
23,12/07/2020,Bush,Small,Mishmar,7
23,12/07/2020,Bush,Small,Tzeelim,7
25.5,12/07/2020,Bush,Small,Tzeelim,7
24,12/07/2020,Bush,Small,Mishmar,7
23.5,12/07/2020,Bush,Small,Mishmar,7
23.5,12/07/2020,Bush,Small,Tzeelim,7
25,12/07/2020,Bush,Small,Tzeelim,7
22.5,12/07/2020,Bush,Small,Mishmar,7
23,12/07/2020,Bush,Small,Mishmar,7
22,12/07/2020,Bush,Small,Tzeelim,7
23.5,12/07/2020,Bush,Small,Tzeelim,7
22,12/07/2020,Bush,Small,Mishmar,7
22,12/07/2020,Bush,Small,Mishmar,7
21,12/07/2020,Bush,Small,Tzeelim,7
21,12/07/2020,Bush,Small,Tzeelim,7
21.5,12/07/2020,Bush,Small,Mishmar,7
21,12/07/2020,Bush,Small,Mishmar,7
20,12/07/2020,Bush,Small,Tzeelim,7
20,12/07/2020,Bush,Small,Tzeelim,7
20.5,12/07/2020,Bush,Small,Mishmar,7
20.5,12/07/2020,Bush,Small,Mishmar,7
19.5,12/07/2020,Bush,Small,Tzeelim,7
19,12/07/2020,Bush,Small,Tzeelim,7
20,12/07/2020,Bush,Small,Mishmar,7
20,12/07/2020,Bush,Small,Mishmar,7
19,12/07/2020,Bush,Small,Tzeelim,7
18.5,12/07/2020,Bush,Small,Tzeelim,7
20,12/07/2020,Bush,Small,Mishmar,7
19.5,12/07/2020,Bush,Small,Mishmar,7
18.5,12/07/2020,Bush,Small,Tzeelim,7
18,12/07/2020,Bush,Small,Tzeelim,7
19.5,12/07/2020,Bush,Small,Mishmar,7
19.5,12/07/2020,Bush,Small,Mishmar,7
18,12/07/2020,Bush,Small,Tzeelim,7
17.5,12/07/2020,Bush,Small,Tzeelim,7
19,12/07/2020,Bush,Small,Mishmar,7
19,12/07/2020,Bush,Small,Mishmar,7
17.5,12/07/2020,Bush,Small,Tzeelim,7
16.5,12/07/2020,Bush,Small,Tzeelim,7
18.5,12/07/2020,Bush,Small,Mishmar,7
14.113,01/08/2020,Bush,Small,Mishmar,8
12.625,01/08/2020,Bush,Small,Tzeelim,8
14.113,01/08/2020,Bush,Small,Mishmar,8
12.625,01/08/2020,Bush,Small,Tzeelim,8
14.113,01/08/2020,Bush,Small,Mishmar,8
12.625,01/08/2020,Bush,Small,Tzeelim,8
14.113,01/08/2020,Bush,Small,Mishmar,8
12.625,01/08/2020,Bush,Small,Tzeelim,8
14.113,01/08/2020,Bush,Small,Mishmar,8
12.625,01/08/2020,Bush,Small,Tzeelim,8
14.113,01/08/2020,Bush,Small,Mishmar,8
12.625,01/08/2020,Bush,Small,Tzeelim,8
14.113,01/08/2020,Bush,Small,Mishmar,8
12.625,01/08/2020,Bush,Small,Tzeelim,8
14.113,01/08/2020,Bush,Small,Mishmar,8
12.625,01/08/2020,Bush,Small,Tzeelim,8
14.113,01/08/2020,Bush,Small,Mishmar,8
12.625,01/08/2020,Bush,Small,Tzeelim,8
14.113,01/08/2020,Bush,Small,Mishmar,8
12.625,01/08/2020,Bush,Small,Tzeelim,8
14.113,01/08/2020,Bush,Small,Mishmar,8
12.625,01/08/2020,Bush,Small,Tzeelim,8
14.113,01/08/2020,Bush,Small,Mishmar,8
12.124,01/08/2020,Bush,Small,Tzeelim,8
13.612,01/08/2020,Bush,Small,Mishmar,8
12.124,01/08/2020,Bush,Small,Tzeelim,8
13.612,01/08/2020,Bush,Small,Mishmar,8
12.124,01/08/2020,Bush,Small,Tzeelim,8
14.113,01/08/2020,Bush,Small,Mishmar,8
12.124,01/08/2020,Bush,Small,Tzeelim,8
13.612,01/08/2020,Bush,Small,Mishmar,8
12.124,01/08/2020,Bush,Small,Tzeelim,8
13.612,01/08/2020,Bush,Small,Mishmar,8
12.124,01/08/2020,Bush,Small,Tzeelim,8
13.612,01/08/2020,Bush,Small,Mishmar,8
12.124,01/08/2020,Bush,Small,Tzeelim,8
13.612,01/08/2020,Bush,Small,Mishmar,8
12.124,01/08/2020,Bush,Small,Tzeelim,8
13.612,01/08/2020,Bush,Small,Mishmar,8
12.124,01/08/2020,Bush,Small,Tzeelim,8
13.612,01/08/2020,Bush,Small,Mishmar,8
12.124,01/08/2020,Bush,Small,Tzeelim,8
13.612,01/08/2020,Bush,Small,Mishmar,8
12.124,01/08/2020,Bush,Small,Tzeelim,8
13.111,01/08/2020,Bush,Small,Mishmar,8
11.623,01/08/2020,Bush,Small,Tzeelim,8
13.111,01/08/2020,Bush,Small,Mishmar,8
11.623,01/08/2020,Bush,Small,Tzeelim,8
13.111,01/08/2020,Bush,Small,Mishmar,8
11.623,01/08/2020,Bush,Small,Tzeelim,8
13.111,01/08/2020,Bush,Small,Mishmar,8
11.623,01/08/2020,Bush,Small,Tzeelim,8
13.111,01/08/2020,Bush,Small,Mishmar,8
11.623,01/08/2020,Bush,Small,Tzeelim,8
13.111,01/08/2020,Bush,Small,Mishmar,8
11.623,01/08/2020,Bush,Small,Tzeelim,8
13.111,01/08/2020,Bush,Small,Mishmar,8
11.623,01/08/2020,Bush,Small,Tzeelim,8
13.111,01/08/2020,Bush,Small,Mishmar,8
11.623,01/08/2020,Bush,Small,Tzeelim,8
12.61,01/08/2020,Bush,Small,Mishmar,8
11.623,01/08/2020,Bush,Small,Tzeelim,8
